Reference data from NIST (National Institute of Standards and Technology)
http://www.itl.nist.gov/div898/strd/general/dataarchive.html
--------------------------------------------------------------------------
Each set of data contains:
  * The name of the set
  * The definition of the regression model
  * The number of points
  * The (x,y) data
  * The reference parameter values with their standard deviations
  * The residual standard deviation
  * For linear and polynomial models: R^2 and F
--------------------------------------------------------------------------

Norris
Linear
 36
 0.2            0.1
 337.4         338.8
 118.2         118.1
 884.6         888
 10.1          9.2
 226.5         228.1
 666.3         668.5
 996.3         998.5
 448.6         449.1
 777           778.9
 558.2         559.2        
 0.4            0.3
 0.6            0.1
 775.5         778.1        
 666.9         668.8        
 338           339.3        
 447.5         448.9
 11.6          10.8         
 556           557.7        
 228.1         228.3        
 995.8         998          
 887.6         888.8        
 120.2         119.6        
 0.3            0.3
 0.3            0.6
 556.8         557.6
 339.1         339.3        
 887.2         888
 999           998.5        
 779           778.9        
 11.1          10.2
 118.3         117.6        
 229.2         228.9        
 669.1         668.4        
 448.9         449.2
 0.5            0.2

 -0.262323073774029     0.232818234301152
  1.00211681802045      0.429796848199937E-03

  0.884796396144373
  0.999993745883712
  5436385.54079785

Longley
Multilinear, 6, constant term
 16 
 83            234289        2356          1590          107608        1947          60323        
 88.5          259426        2325          1456          108632        1948          61122        
 88.2          258054        3682          1616          109773        1949          60171        
 89.5          284599        3351          1650          110929        1950          61187        
 96.2          328975        2099          3099          112075        1951          63221        
 98.1          346999        1932          3594          113270        1952          63639        
 99            365385        1870          3547          115094        1953          64989        
 100           363112        3578          3350          116219        1954          63761        
 101.2         397469        2904          3048          117388        1955          66019        
 104.6         419180        2822          2857          118734        1956          67857        
 108.4         442769        2936          2798          120445        1957          68169        
 110.8         444546        4681          2637          121950        1958          66513        
 112.6         482704        3813          2552          123366        1959          68655        
 114.2         502601        3931          2514          125368        1960          69564        
 115.7         518173        4806          2572          127852        1961          69331        
 116.9         554894        4007          2827          130081        1962          70551        

 -3482258.63459582         890420.383607373
  15.0618722713733         84.9149257747669
 -0.358191792925910E-01    0.334910077722432E-01
 -2.02022980381683         0.488399681651699
 -1.03322686717359         0.214274163161675
 -0.511041056535807E-01    0.226073200069370
  1829.15146461355         455.478499142212

  304.854073561965
  0.995479004577296
  330.285339234588

Pontius
Polynomial, 2
 40 
 150000        0.11019
 300000        0.21956
 450000        0.32949
 600000        0.43899
 750000        0.54803
 900000        0.65694
 1050000       0.76562
 1200000       0.87487
 1350000       0.98292
 1500000       1.09146      
 1650000       1.20001      
 1800000       1.30822      
 1950000       1.41599      
 2100000       1.52399
 2250000       1.63194
 2400000       1.73947      
 2550000       1.84646
 2700000       1.95392      
 2850000       2.06128      
 3000000       2.16844
 150000        0.11052
 300000        0.22018
 450000        0.32939
 600000        0.43886
 750000        0.54798
 900000        0.65739
 1050000       0.76596
 1200000       0.87474
 1350000       0.983
 1500000       1.0915       
 1650000       1.20004      
 1800000       1.30818
 1950000       1.41613
 2100000       1.52408      
 2250000       1.63159
 2400000       1.73965      
 2550000       1.84696      
 2700000       1.95445
 2850000       2.06177      
 3000000       2.16829      

 0.673565789473684E-03    0.107938612033077E-03
 0.732059160401003E-06    0.157817399981659E-09
-0.316081871345029E-14    0.486652849992036E-16

 0.205177424076185E-03
 0.999999900178537
 185330865.995752

Wampler 1
Polynomial, 5
 21
 0             1
 1             6
 2             63
 3             364
 4             1365
 5             3906
 6             9331
 7             19608
 8             37449
 9             66430
 10            111111
 11            177156
 12            271453
 13            402234
 14            579195
 15            813616
 16            1118481
 17            1508598
 18            2000719
 19            2613660
 20            3368421

 1.00000000000000        0.000000000000000
 1.00000000000000        0.000000000000000
 1.00000000000000        0.000000000000000
 1.00000000000000        0.000000000000000
 1.00000000000000        0.000000000000000
 1.00000000000000        0.000000000000000

 0.000000000000000
 1.000000000000000
 1E38

Wampler 2
Polynomial, 5
 21
 0             1
 1             1.11111
 2             1.24992
 3             1.42753
 4             1.65984
 5             1.96875
 6             2.38336
 7             2.94117
 8             3.68928
 9             4.68559
 10            6
 11            7.71561
 12            9.92992
 13            12.75603
 14            16.32384
 15            20.78125
 16            26.29536
 17            33.05367
 18            41.26528
